0,0
1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,0
9,0
10,0
11,0
12,0
13,0
14,0
15,0
16,0
17,0
18,0
19,0
20,0
21,0
22,0
23,0
24,0
25,0
26,0
27,0
28,0
29,0
30,0
31,0
32,0
33,0
34,0
35,0
36,0
37,0
38,0
39,0
40,0
41,0
42,0
43,0
44,0
45,0
46,0
47,0
48,0
49,0
50,0
51,0
52,0
53,0
54,0
55,0
56,0
57,0
58,0
59,0
60,0
61,0
62,0
63,0
64,0
65,0
66,0
67,0
68,0
69,0
70,0
71,0
72,0
73,0
74,0
75,0
76,0
77,0
78,0
79,0
80,0
81,0
82,0
83,0
84,0
85,0
86,0
87,0
88,0
89,0
90,-nan
91,-nan
92,-nan
93,-nan
94,-nan
95,-nan
96,-nan
97,-nan
98,-nan
99,-nan
100,-nan
101,-nan
102,-nan
103,-nan
104,-nan
105,-nan
106,-nan
107,-nan
108,-nan
109,-nan
110,-nan
111,-nan
112,-nan
113,-nan
114,-nan
115,-nan
116,-nan
117,-nan
118,-nan
119,-nan
120,-nan
121,-nan
122,-nan
123,-nan
124,-nan
125,-nan
126,-nan
127,-nan
128,-nan
129,-nan
130,-nan
131,-nan
132,-nan
133,-nan
134,-nan
135,-nan
136,-nan
137,-nan
138,-nan
139,-nan
140,-nan
141,-nan
142,-nan
143,-nan
144,-nan
145,-nan
146,-nan
147,-nan
148,-nan
149,-nan
150,-nan
151,-nan
152,-nan
153,-nan
154,-nan
155,-nan
156,-nan
157,-nan
158,-nan
159,-nan
160,-nan
161,-nan
162,-nan
163,-nan
164,-nan
165,-nan
166,-nan
167,-nan
168,-nan
169,-nan
170,-nan
171,-nan
172,-nan
173,-nan
174,-nan
175,-nan
176,-nan
177,-nan
178,-nan
179,-nan
180,-nan
181,-nan
182,-nan
183,-nan
184,-nan
185,-nan
186,-nan
187,-nan
188,-nan
189,-nan
190,-nan
191,-nan
192,-nan
193,-nan
194,-nan
195,-nan
196,-nan
197,-nan
198,-nan
199,-nan
200,-nan
201,-nan
202,-nan
203,-nan
204,-nan
205,-nan
206,-nan
207,-nan
208,-nan
209,-nan
210,-nan
211,-nan
212,-nan
213,-nan
214,-nan
215,-nan
216,-nan
217,-nan
218,-nan
219,-nan
220,-nan
221,-nan
222,-nan
223,-nan
224,-nan
225,-nan
226,-nan
227,-nan
228,-nan
229,-nan
230,-nan
231,-nan
232,-nan
233,-nan
234,-nan
235,-nan
236,-nan
237,-nan
238,-nan
239,-nan
240,-nan
241,-nan
242,-nan
243,-nan
244,-nan
245,-nan
246,-nan
247,-nan
248,-nan
249,-nan
250,-nan
251,-nan
252,-nan
253,-nan
254,-nan
255,-nan
256,-nan
257,-nan
258,-nan
259,-nan
260,-nan
261,-nan
262,-nan
263,-nan
264,-nan
265,-nan
266,-nan
267,-nan
268,-nan
269,-nan
270,-nan
271,-nan
272,-nan
273,-nan
274,-nan
275,-nan
276,-nan
277,-nan
278,-nan
279,-nan
280,-nan
281,-nan
282,-nan
283,-nan
284,-nan
285,-nan
286,-nan
287,-nan
288,-nan
289,-nan
290,-nan
291,-nan
292,-nan
293,-nan
294,-nan
295,-nan
296,-nan
297,-nan
298,-nan
299,-nan
300,-nan
301,-nan
302,-nan
303,-nan
304,-nan
305,-nan
306,-nan
307,-nan
308,-nan
309,-nan
310,-nan
311,-nan
312,-nan
313,-nan
314,-nan
315,-nan
316,-nan
317,-nan
318,-nan
319,-nan
320,-nan
321,-nan
322,-nan
323,-nan
324,-nan
325,-nan
326,-nan
327,-nan
328,-nan
329,-nan
330,-nan
331,-nan
332,-nan
333,-nan
334,-nan
335,-nan
336,-nan
337,-nan
338,-nan
339,-nan
340,-nan
341,-nan
342,-nan
343,-nan
344,-nan
345,-nan
346,-nan
347,-nan
348,-nan
349,-nan
350,-nan
351,-nan
352,-nan
353,-nan
354,-nan
355,-nan
356,-nan
357,-nan
358,-nan
359,-nan
360,-nan
361,-nan
362,-nan
363,-nan
364,-nan
365,-nan
366,-nan
367,-nan
368,-nan
369,-nan
370,-nan
371,-nan
372,-nan
373,-nan
374,-nan
375,-nan
376,-nan
377,-nan
378,-nan
379,-nan
380,-nan
381,-nan
382,-nan
383,-nan
384,-nan
385,-nan
